trip_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_zone,dropoff_zone,fare_amount,tip_amount,total_amount,payment_type,driver_id
2740,10-01-2022,10-01-2022,2,2,Staten Island,Brooklyn,5.83,1.12,6.95,Cash,195
2741,10-01-2022,10-01-2022,2,14.17,Staten Island,Brooklyn,46.19,3.2,49.39,Cash,158
2742,10-01-2022,10-01-2022,4,12.03,Manhattan,Brooklyn,40.59,3.11,43.7,Cash,130
2743,10-01-2022,10-01-2022,1,3.13,Manhattan,Manhattan,8.13,2.31,10.44,Credit Card,168
2744,10-01-2022,10-01-2022,3,10.82,Brooklyn,Bronx,32.73,7.39,40.12,Credit Card,136
2745,10-01-2022,10-01-2022,2,6.08,Brooklyn,Queens,16.8,2,18.8,Cash,101
2746,10-01-2022,10-01-2022,2,6.33,Brooklyn,Bronx,18.2,2.4,20.6,Cash,170
2747,10-01-2022,10-01-2022,1,11.86,Bronx,Brooklyn,40.72,5.95,46.67,Credit Card,164
2748,10-01-2022,10-01-2022,1,14.46,Staten Island,Bronx,41.24,2.84,44.08,Cash,102
2749,10-01-2022,10-01-2022,3,2.34,Manhattan,Manhattan,6.7,1.57,8.27,Credit Card,119
2750,10-01-2022,10-01-2022,4,6.6,Staten Island,Staten Island,17.88,1.68,19.56,Cash,101
2751,10-01-2022,10-01-2022,1,7.47,Staten Island,Staten Island,25.85,6.5,32.35,Credit Card,141
2752,10-01-2022,10-01-2022,4,5.96,Brooklyn,Queens,17.62,4.61,22.23,Credit Card,142
2753,10-01-2022,10-01-2022,3,5.77,Brooklyn,Queens,17.72,3.71,21.43,Cash,120
2754,10-01-2022,10-01-2022,4,1.26,Staten Island,Bronx,3.72,0.9,4.62,Cash,144
2755,10-01-2022,10-01-2022,2,10.44,Brooklyn,Queens,28.74,2.67,31.41,Credit Card,195
2756,10-01-2022,10-01-2022,4,6.83,Bronx,Manhattan,22.61,4.39,27,Cash,119
2757,10-01-2022,10-01-2022,3,3.32,Manhattan,Brooklyn,8.39,1.84,10.23,Cash,142
2758,10-01-2022,10-01-2022,3,12.33,Staten Island,Brooklyn,39.34,8.47,47.81,Credit Card,149
2759,10-01-2022,10-01-2022,3,12.14,Manhattan,Bronx,37.56,2.98,40.54,Credit Card,194
2760,10-01-2022,10-01-2022,4,7.55,Bronx,Brooklyn,19.96,2.72,22.68,Cash,142
2761,10-01-2022,10-01-2022,2,4.83,Brooklyn,Bronx,12.88,1.69,14.57,Cash,196
2762,10-01-2022,10-01-2022,1,9.75,Queens,Queens,30.8,5.95,36.75,Credit Card,123
2763,10-01-2022,10-01-2022,2,4.68,Bronx,Queens,13.16,3.18,16.34,Credit Card,181
2764,10-01-2022,10-01-2022,4,3.92,Queens,Manhattan,10.84,2.09,12.93,Credit Card,183
2765,10-01-2022,10-01-2022,4,11.09,Manhattan,Brooklyn,28.38,6.77,35.15,Cash,159
2766,10-01-2022,10-01-2022,1,1.08,Staten Island,Manhattan,3.53,0.26,3.79,Credit Card,131
2767,10-01-2022,10-01-2022,4,1.87,Brooklyn,Staten Island,6.33,1.71,8.04,Cash,104
2768,10-01-2022,10-01-2022,3,0.6,Bronx,Manhattan,1.99,0.37,2.36,Credit Card,101
2769,10-01-2022,10-01-2022,3,2.72,Brooklyn,Bronx,8.07,0.48,8.55,Cash,125
2770,10-01-2022,10-01-2022,3,1.5,Queens,Bronx,4.55,0.96,5.51,Cash,124
2771,10-01-2022,10-01-2022,3,14.94,Queens,Manhattan,40.97,7.35,48.32,Credit Card,149
2772,10-01-2022,10-01-2022,3,4.69,Staten Island,Queens,12.54,1.32,13.86,Cash,185
2773,10-01-2022,10-01-2022,4,2.66,Queens,Staten Island,8.84,2.13,10.97,Credit Card,138
2774,10-01-2022,10-01-2022,1,3.99,Staten Island,Manhattan,13.16,3.73,16.89,Cash,185
2775,10-01-2022,10-01-2022,1,14.07,Bronx,Queens,46.11,6.03,52.14,Cash,174
2776,10-01-2022,10-01-2022,3,8.04,Staten Island,Manhattan,23.83,4.13,27.96,Cash,110
2777,10-01-2022,10-01-2022,4,5.79,Queens,Brooklyn,19.48,1.6,21.08,Credit Card,162
2778,10-01-2022,10-01-2022,2,13.16,Manhattan,Bronx,45.09,12.74,57.83,Credit Card,167
2779,10-01-2022,10-01-2022,2,6.23,Staten Island,Brooklyn,17.62,2.29,19.91,Cash,196
2780,10-01-2022,10-01-2022,4,5.36,Brooklyn,Brooklyn,14.6,1.44,16.04,Credit Card,117
2781,10-01-2022,10-01-2022,3,3.51,Manhattan,Staten Island,10.4,1.76,12.16,Cash,194
2782,10-01-2022,10-01-2022,1,5.98,Staten Island,Queens,16.02,0.97,16.99,Credit Card,127
2783,10-01-2022,10-01-2022,4,5.09,Brooklyn,Bronx,17.22,1.95,19.17,Credit Card,141
2784,10-01-2022,10-01-2022,2,10.32,Manhattan,Brooklyn,29.29,1.96,31.25,Cash,159
2785,10-01-2022,10-01-2022,2,4.7,Staten Island,Bronx,14.46,1.18,15.64,Cash,121
2786,10-01-2022,10-01-2022,2,8.87,Bronx,Queens,27.45,2.14,29.59,Cash,139
2787,10-01-2022,10-01-2022,3,1.46,Brooklyn,Manhattan,4.4,1.18,5.58,Credit Card,161
2788,10-01-2022,10-01-2022,2,3.27,Bronx,Brooklyn,8.69,2.46,11.15,Cash,102
2789,10-01-2022,10-01-2022,4,6.41,Queens,Queens,22.38,3.77,26.15,Cash,170
2790,10-01-2022,10-01-2022,4,14.09,Staten Island,Bronx,37.66,7.82,45.48,Credit Card,162
2791,10-01-2022,10-01-2022,2,5.97,Staten Island,Queens,19.41,4.35,23.76,Credit Card,119
2792,10-01-2022,10-01-2022,4,10.13,Brooklyn,Manhattan,33.34,4.93,38.27,Cash,170
2793,10-01-2022,10-01-2022,2,4.2,Staten Island,Queens,11.11,1.58,12.69,Cash,170
2794,10-01-2022,10-01-2022,2,2.34,Queens,Bronx,8.03,1.76,9.79,Credit Card,192
2795,10-01-2022,10-01-2022,1,1.35,Staten Island,Brooklyn,4.03,0.58,4.61,Credit Card,125
2796,10-01-2022,10-01-2022,3,4.93,Manhattan,Brooklyn,15.43,3.01,18.44,Credit Card,140
2797,10-01-2022,10-01-2022,3,2.79,Bronx,Staten Island,8.77,1.57,10.34,Credit Card,102
2798,10-01-2022,10-01-2022,1,3.02,Queens,Bronx,9.07,1.64,10.71,Cash,142
2799,10-01-2022,10-01-2022,1,11.53,Queens,Staten Island,30.46,7.84,38.3,Cash,116
2800,10-01-2022,10-01-2022,3,0.73,Bronx,Staten Island,2.37,0.54,2.91,Credit Card,183
2801,10-01-2022,10-01-2022,2,8.59,Bronx,Manhattan,26.47,7.68,34.15,Cash,197
2802,10-01-2022,10-01-2022,2,6,Queens,Bronx,15.71,3.89,19.6,Cash,152
2803,10-01-2022,10-01-2022,3,7.84,Bronx,Brooklyn,25.09,2.17,27.26,Cash,151
2804,10-01-2022,10-01-2022,2,8.66,Brooklyn,Bronx,27.74,6.51,34.25,Credit Card,132
2805,10-01-2022,10-01-2022,1,5.04,Bronx,Manhattan,15.36,3.32,18.68,Cash,179
2806,10-01-2022,10-01-2022,2,4.78,Manhattan,Bronx,12.38,2.62,15,Credit Card,159
2807,10-01-2022,10-01-2022,2,11.13,Manhattan,Bronx,31.75,5.4,37.15,Cash,186
2808,10-01-2022,10-01-2022,4,13.13,Brooklyn,Staten Island,33.49,2.2,35.69,Credit Card,167
2809,10-01-2022,10-01-2022,4,3.29,Bronx,Bronx,9.8,2.82,12.62,Credit Card,155
2810,10-01-2022,10-01-2022,4,1.92,Manhattan,Staten Island,6.54,1.72,8.26,Credit Card,163
2811,10-01-2022,10-01-2022,2,13.52,Staten Island,Staten Island,33.83,5.81,39.64,Cash,196
2812,10-01-2022,10-01-2022,3,5.57,Bronx,Queens,15.41,1.38,16.79,Cash,107
2813,10-01-2022,10-01-2022,1,8.49,Brooklyn,Manhattan,28.02,7.18,35.2,Cash,168
2814,10-01-2022,10-01-2022,2,5.71,Bronx,Staten Island,14.33,2.26,16.59,Cash,132
2815,10-01-2022,10-01-2022,3,2.32,Queens,Bronx,5.82,0.86,6.68,Cash,124
2816,10-01-2022,10-01-2022,2,9.05,Queens,Staten Island,28.15,6.09,34.24,Credit Card,170
2817,10-01-2022,10-01-2022,1,8.11,Manhattan,Staten Island,26.68,6.39,33.07,Cash,106
2818,10-01-2022,10-01-2022,2,3.44,Queens,Staten Island,11.27,0.74,12.01,Cash,158
2819,10-01-2022,10-01-2022,1,7.05,Brooklyn,Brooklyn,23.12,5.59,28.71,Cash,132
2820,10-01-2022,10-01-2022,2,12.06,Manhattan,Brooklyn,34.5,8.06,42.56,Cash,140
2821,10-01-2022,10-01-2022,1,9.06,Brooklyn,Brooklyn,30.65,6.05,36.7,Credit Card,132
2822,10-01-2022,10-01-2022,2,1.91,Brooklyn,Brooklyn,4.8,0.65,5.45,Credit Card,128
2823,10-01-2022,10-01-2022,1,8.45,Queens,Queens,23.76,2.17,25.93,Credit Card,138
2824,10-01-2022,10-01-2022,4,10.69,Queens,Staten Island,30.33,2.29,32.62,Credit Card,156
2825,10-01-2022,10-01-2022,2,11.99,Brooklyn,Queens,31.96,1.61,33.57,Cash,195
2826,10-01-2022,10-01-2022,2,9.62,Queens,Bronx,27.28,2.77,30.05,Credit Card,192
2827,10-01-2022,10-01-2022,3,2.71,Queens,Manhattan,8.36,1.28,9.64,Cash,163
2828,10-01-2022,10-01-2022,3,10.8,Queens,Queens,32.62,3.62,36.24,Credit Card,185
2829,10-01-2022,10-01-2022,1,10.32,Bronx,Brooklyn,29.1,3.7,32.8,Credit Card,165
2830,10-01-2022,10-01-2022,2,0.85,Brooklyn,Brooklyn,2.76,0.41,3.17,Cash,108
2831,10-01-2022,10-01-2022,1,6.47,Staten Island,Bronx,20.8,2.64,23.44,Cash,128
2832,10-01-2022,10-01-2022,4,5.33,Brooklyn,Staten Island,14.82,3.43,18.25,Credit Card,196
2833,10-01-2022,10-01-2022,3,10.21,Manhattan,Manhattan,28.83,4.99,33.82,Cash,173
2834,10-01-2022,10-01-2022,1,3.63,Queens,Queens,10.12,0.55,10.67,Cash,127
2835,10-01-2022,10-01-2022,1,9.07,Queens,Staten Island,23.84,2.54,26.38,Cash,152
2836,10-01-2022,10-01-2022,3,13.74,Staten Island,Staten Island,44.69,10.16,54.85,Credit Card,145
2837,10-01-2022,10-01-2022,2,12.07,Manhattan,Queens,30.73,3.85,34.58,Credit Card,138
2838,10-01-2022,10-01-2022,1,13.86,Bronx,Queens,36.74,10.29,47.03,Credit Card,175
2839,10-01-2022,10-01-2022,3,14.69,Brooklyn,Queens,38.27,8.73,47,Credit Card,157
2840,10-01-2022,10-01-2022,2,0.65,Bronx,Queens,2.16,0.26,2.42,Cash,185
2841,10-01-2022,10-01-2022,4,9.53,Manhattan,Brooklyn,24.24,4.34,28.58,Cash,153
2842,10-01-2022,10-01-2022,3,6.49,Staten Island,Staten Island,20.54,4.45,24.99,Cash,105
2843,10-01-2022,10-01-2022,1,12.97,Manhattan,Staten Island,33,3.25,36.25,Cash,144
2844,10-01-2022,10-01-2022,4,4.15,Staten Island,Brooklyn,13.64,1.52,15.16,Credit Card,139
2845,10-01-2022,10-01-2022,2,14.72,Bronx,Staten Island,50.24,8.88,59.12,Cash,122
2846,10-01-2022,10-01-2022,2,9.4,Bronx,Queens,28.08,7.9,35.98,Credit Card,197
2847,10-01-2022,10-01-2022,3,12.01,Manhattan,Manhattan,39.69,5.4,45.09,Credit Card,141
2848,10-01-2022,10-01-2022,3,1.74,Manhattan,Staten Island,5.58,0.84,6.42,Credit Card,137
2849,10-01-2022,10-01-2022,3,3.16,Queens,Manhattan,10.41,1.02,11.43,Cash,115
2850,10-01-2022,10-01-2022,2,11.5,Staten Island,Manhattan,37.57,7.45,45.02,Cash,173
2851,10-01-2022,10-01-2022,4,0.82,Queens,Brooklyn,2.22,0.52,2.74,Credit Card,146
2852,10-01-2022,10-01-2022,2,12.34,Brooklyn,Bronx,37.01,5.93,42.94,Credit Card,120
2853,10-01-2022,10-01-2022,1,0.7,Brooklyn,Staten Island,2.42,0.57,2.99,Cash,173
2854,10-01-2022,10-01-2022,2,10.03,Manhattan,Brooklyn,28.52,3.58,32.1,Credit Card,174
2855,10-01-2022,10-01-2022,1,5.79,Bronx,Brooklyn,20.09,4.56,24.65,Cash,120
2856,10-01-2022,10-01-2022,4,9.37,Brooklyn,Manhattan,28.89,3.31,32.2,Credit Card,124
2857,10-01-2022,10-01-2022,3,10.59,Brooklyn,Staten Island,31.36,7.69,39.05,Credit Card,160
2858,10-01-2022,10-01-2022,3,5.47,Queens,Brooklyn,17.27,4.45,21.72,Cash,197
2859,10-01-2022,10-01-2022,2,2.07,Queens,Queens,6.86,1.71,8.57,Cash,153
2860,10-01-2022,10-01-2022,3,1.51,Brooklyn,Brooklyn,4.37,0.45,4.82,Credit Card,194
2861,10-01-2022,10-01-2022,4,9.04,Manhattan,Queens,22.9,5.12,28.02,Credit Card,190
2862,10-01-2022,10-01-2022,3,8.05,Queens,Bronx,25.83,4.77,30.6,Cash,188
2863,10-01-2022,10-01-2022,2,11.26,Brooklyn,Queens,38.92,11.54,50.46,Credit Card,159
2864,10-01-2022,10-01-2022,4,7.89,Bronx,Queens,24.66,3.46,28.12,Credit Card,141
2865,10-01-2022,10-01-2022,1,6.63,Queens,Manhattan,17.82,4.33,22.15,Credit Card,160
2866,10-01-2022,10-01-2022,2,6.27,Brooklyn,Brooklyn,17.23,2.46,19.69,Credit Card,131
2867,10-01-2022,10-01-2022,1,0.88,Staten Island,Bronx,3,0.45,3.45,Credit Card,152
2868,10-01-2022,10-01-2022,4,5.37,Queens,Brooklyn,13.5,1.05,14.55,Credit Card,143
2869,10-01-2022,10-01-2022,2,14.65,Staten Island,Queens,44.66,4.91,49.57,Cash,110
2870,10-01-2022,10-01-2022,2,13.17,Queens,Queens,35.01,3.19,38.2,Credit Card,146
2871,10-01-2022,10-01-2022,4,5.28,Queens,Brooklyn,14.69,1.32,16.01,Cash,189
2872,10-01-2022,10-01-2022,3,9.02,Staten Island,Bronx,25.32,1.32,26.64,Credit Card,159
2873,10-01-2022,10-01-2022,2,12.79,Manhattan,Bronx,34.78,8.64,43.42,Credit Card,135
2874,10-01-2022,10-01-2022,2,6.9,Brooklyn,Manhattan,22.72,3.79,26.51,Cash,159
2875,10-01-2022,10-01-2022,1,0.76,Manhattan,Queens,2.15,0.54,2.69,Cash,132
2876,10-01-2022,10-01-2022,3,1.58,Manhattan,Queens,4.5,0.91,5.41,Cash,196
2877,10-01-2022,10-01-2022,1,7.9,Brooklyn,Manhattan,23.33,6.02,29.35,Cash,141
2878,10-01-2022,11-01-2022,1,14.56,Bronx,Brooklyn,49.54,8.72,58.26,Cash,199
2879,10-01-2022,11-01-2022,3,10.55,Manhattan,Queens,33.64,2.47,36.11,Credit Card,112
2880,10-01-2022,11-01-2022,3,1.53,Manhattan,Brooklyn,3.92,0.8,4.72,Cash,113
2881,11-01-2022,11-01-2022,4,3.25,Manhattan,Bronx,8.25,1.81,10.06,Cash,157
2882,11-01-2022,11-01-2022,3,11.68,Bronx,Staten Island,35.82,7.4,43.22,Cash,139
2883,11-01-2022,11-01-2022,2,12.7,Queens,Manhattan,43.02,10.77,53.79,Credit Card,164
2884,11-01-2022,11-01-2022,3,9.46,Staten Island,Queens,26.71,6.22,32.93,Credit Card,104
2885,11-01-2022,11-01-2022,4,9.84,Staten Island,Manhattan,27.04,4.28,31.32,Credit Card,129
2886,11-01-2022,11-01-2022,4,0.91,Bronx,Bronx,2.96,0.75,3.71,Cash,181
2887,11-01-2022,11-01-2022,4,12.51,Manhattan,Bronx,38.81,8.65,47.46,Credit Card,144
2888,11-01-2022,11-01-2022,3,11.93,Staten Island,Bronx,36.57,2.93,39.5,Credit Card,157
2889,11-01-2022,11-01-2022,3,4.26,Bronx,Bronx,11.29,2.09,13.38,Credit Card,138
2890,11-01-2022,11-01-2022,1,10.78,Brooklyn,Staten Island,28.85,6.7,35.55,Credit Card,111
2891,11-01-2022,11-01-2022,1,3.62,Staten Island,Brooklyn,10.07,1.9,11.97,Cash,133
2892,11-01-2022,11-01-2022,2,1.08,Brooklyn,Brooklyn,2.92,0.84,3.76,Cash,113
2893,11-01-2022,11-01-2022,1,3.42,Manhattan,Staten Island,11.87,0.89,12.76,Cash,137
2894,11-01-2022,11-01-2022,2,3.09,Staten Island,Brooklyn,7.78,1.79,9.57,Cash,115
2895,11-01-2022,11-01-2022,4,5.4,Bronx,Bronx,16.88,4.32,21.2,Cash,160
2896,11-01-2022,11-01-2022,1,6.57,Queens,Brooklyn,19.83,4.47,24.3,Cash,158
2897,11-01-2022,11-01-2022,3,7.87,Staten Island,Manhattan,22.22,3.25,25.47,Cash,174
2898,11-01-2022,11-01-2022,1,7.41,Staten Island,Brooklyn,25.1,3.67,28.77,Cash,196
2899,11-01-2022,11-01-2022,2,4.42,Staten Island,Manhattan,14.01,2.75,16.76,Credit Card,178
2900,11-01-2022,11-01-2022,1,0.92,Staten Island,Queens,3.22,0.48,3.7,Credit Card,173
2901,11-01-2022,11-01-2022,4,9.27,Bronx,Manhattan,24.74,6.7,31.44,Cash,166
2902,11-01-2022,11-01-2022,3,6.24,Bronx,Manhattan,16.15,1.25,17.4,Cash,110
2903,11-01-2022,11-01-2022,2,4.83,Queens,Bronx,12.75,2.67,15.42,Credit Card,110
2904,11-01-2022,11-01-2022,3,13.07,Bronx,Bronx,36.19,3.02,39.21,Credit Card,115
2905,11-01-2022,11-01-2022,3,11.33,Bronx,Bronx,33.05,6.12,39.17,Credit Card,137
2906,11-01-2022,11-01-2022,2,12.94,Manhattan,Manhattan,43.51,9.96,53.47,Cash,129
2907,11-01-2022,11-01-2022,3,7.68,Manhattan,Staten Island,21.38,1.95,23.33,Credit Card,140
2908,11-01-2022,11-01-2022,3,2.4,Brooklyn,Bronx,8.2,1.85,10.05,Cash,100
2909,11-01-2022,11-01-2022,1,10.6,Queens,Bronx,31.41,2.67,34.08,Credit Card,137
2910,11-01-2022,11-01-2022,3,3.49,Manhattan,Manhattan,10.98,2.25,13.23,Credit Card,197
2911,11-01-2022,11-01-2022,3,6.9,Queens,Queens,19.07,3.36,22.43,Cash,159
2912,11-01-2022,11-01-2022,3,1.44,Queens,Queens,3.82,0.48,4.3,Credit Card,118
2913,11-01-2022,11-01-2022,3,12.47,Staten Island,Brooklyn,42.02,3.27,45.29,Cash,197
2914,11-01-2022,11-01-2022,2,2.33,Queens,Queens,6.08,1.42,7.5,Credit Card,158
2915,11-01-2022,11-01-2022,4,13.59,Staten Island,Bronx,44.49,6.47,50.96,Cash,199
2916,11-01-2022,11-01-2022,1,13.03,Brooklyn,Staten Island,40.15,2.88,43.03,Cash,167
2917,11-01-2022,11-01-2022,3,7.24,Brooklyn,Brooklyn,24.33,5.92,30.25,Cash,109
2918,11-01-2022,11-01-2022,3,11.29,Brooklyn,Staten Island,36.33,3.93,40.26,Credit Card,116
2919,11-01-2022,11-01-2022,2,9.48,Staten Island,Staten Island,26.37,6.17,32.54,Cash,179
2920,11-01-2022,11-01-2022,4,12.14,Staten Island,Bronx,37.32,7.14,44.46,Credit Card,184
2921,11-01-2022,11-01-2022,3,6.76,Brooklyn,Manhattan,16.99,1.68,18.67,Credit Card,191
2922,11-01-2022,11-01-2022,2,11.89,Staten Island,Manhattan,35.38,2.44,37.82,Cash,171
2923,11-01-2022,11-01-2022,1,7.21,Bronx,Manhattan,18.65,3.7,22.35,Cash,128
2924,11-01-2022,11-01-2022,1,14.14,Bronx,Queens,41.42,2.33,43.75,Credit Card,105
2925,11-01-2022,11-01-2022,3,7.55,Staten Island,Manhattan,19.7,1.31,21.01,Credit Card,193
2926,11-01-2022,11-01-2022,3,7.21,Staten Island,Bronx,24.91,5.62,30.53,Cash,165
2927,11-01-2022,11-01-2022,4,11.88,Manhattan,Queens,35.91,6.63,42.54,Credit Card,162
2928,11-01-2022,11-01-2022,4,12.41,Manhattan,Manhattan,42.36,5.57,47.93,Cash,130
2929,11-01-2022,11-01-2022,3,8.54,Queens,Staten Island,21.54,3.98,25.52,Cash,124
2930,11-01-2022,11-01-2022,2,3.11,Queens,Bronx,9.76,1.93,11.69,Cash,186
2931,11-01-2022,11-01-2022,4,7.28,Queens,Bronx,20.43,3.91,24.34,Credit Card,120
2932,11-01-2022,11-01-2022,3,14.54,Brooklyn,Brooklyn,42.63,8.98,51.61,Credit Card,115
2933,11-01-2022,11-01-2022,4,11.42,Bronx,Bronx,38.52,10.98,49.5,Credit Card,103
2934,11-01-2022,11-01-2022,3,12.26,Brooklyn,Staten Island,42.67,6.28,48.95,Credit Card,145
2935,11-01-2022,11-01-2022,1,0.98,Staten Island,Bronx,2.69,0.34,3.03,Cash,107
2936,11-01-2022,11-01-2022,3,7.28,Manhattan,Brooklyn,25.1,1.5,26.6,Credit Card,105
2937,11-01-2022,11-01-2022,1,9.88,Staten Island,Bronx,31.5,2.73,34.23,Cash,152
2938,11-01-2022,11-01-2022,4,12.54,Staten Island,Bronx,43.28,3.31,46.59,Cash,163
2939,11-01-2022,11-01-2022,3,1.21,Manhattan,Brooklyn,3.71,0.5,4.21,Credit Card,190
2940,11-01-2022,11-01-2022,4,12.86,Staten Island,Bronx,44.51,9.01,53.52,Credit Card,150
2941,11-01-2022,11-01-2022,1,8.45,Queens,Queens,28.67,1.77,30.44,Credit Card,199
2942,11-01-2022,11-01-2022,3,3.36,Manhattan,Bronx,8.83,2.05,10.88,Cash,199
2943,11-01-2022,11-01-2022,4,5.1,Staten Island,Manhattan,14.34,2.14,16.48,Credit Card,162
2944,11-01-2022,11-01-2022,1,4.59,Queens,Manhattan,12.59,3.66,16.25,Cash,187
2945,11-01-2022,11-01-2022,4,8.2,Queens,Queens,25.19,4.84,30.03,Cash,105
2946,11-01-2022,11-01-2022,2,1.25,Bronx,Bronx,4.13,1,5.13,Credit Card,161
2947,11-01-2022,11-01-2022,1,2.8,Queens,Staten Island,9.13,2.42,11.55,Credit Card,132
2948,11-01-2022,11-01-2022,1,12.28,Brooklyn,Bronx,39.62,10.79,50.41,Credit Card,101
2949,11-01-2022,11-01-2022,1,2.42,Manhattan,Manhattan,6.96,1.25,8.21,Cash,140
2950,11-01-2022,11-01-2022,3,3.88,Manhattan,Brooklyn,10.24,1.53,11.77,Cash,115
2951,11-01-2022,11-01-2022,3,7.07,Manhattan,Queens,19.16,3.64,22.8,Credit Card,158
2952,11-01-2022,11-01-2022,3,8,Staten Island,Brooklyn,25.93,3.9,29.83,Credit Card,108
2953,11-01-2022,11-01-2022,2,11.57,Staten Island,Staten Island,30.63,3.37,34,Cash,168
2954,11-01-2022,11-01-2022,2,6.99,Brooklyn,Bronx,19.03,2.49,21.52,Credit Card,109
2955,11-01-2022,11-01-2022,1,11.95,Queens,Staten Island,34.95,3.78,38.73,Credit Card,193
2956,11-01-2022,11-01-2022,2,9.47,Staten Island,Brooklyn,24.36,2.86,27.22,Cash,106
2957,11-01-2022,11-01-2022,4,2.14,Queens,Bronx,5.81,0.43,6.24,Cash,192
2958,11-01-2022,11-01-2022,1,2.77,Queens,Staten Island,7.34,1.15,8.49,Credit Card,165
2959,11-01-2022,11-01-2022,1,6.84,Staten Island,Manhattan,23.61,2.57,26.18,Cash,119
2960,11-01-2022,11-01-2022,4,6.25,Staten Island,Manhattan,16.82,2.73,19.55,Credit Card,162
2961,11-01-2022,11-01-2022,1,11.28,Brooklyn,Queens,37.92,9.41,47.33,Cash,103
2962,11-01-2022,11-01-2022,2,8.92,Bronx,Manhattan,23.32,3.78,27.1,Cash,127
2963,11-01-2022,11-01-2022,3,6.13,Manhattan,Manhattan,20.66,5.96,26.62,Cash,171
2964,11-01-2022,11-01-2022,4,2.98,Staten Island,Brooklyn,9.24,0.8,10.04,Cash,134
2965,11-01-2022,11-01-2022,2,3.79,Staten Island,Manhattan,12.7,3.33,16.03,Credit Card,101
2966,11-01-2022,11-01-2022,4,8.84,Queens,Manhattan,29.77,3.34,33.11,Cash,140
2967,11-01-2022,11-01-2022,4,6.64,Bronx,Brooklyn,20.56,5.83,26.39,Credit Card,127
2968,11-01-2022,11-01-2022,1,7.97,Staten Island,Manhattan,27.24,2.91,30.15,Cash,174
2969,11-01-2022,11-01-2022,1,2.97,Bronx,Manhattan,9.16,2.17,11.33,Credit Card,199
2970,11-01-2022,11-01-2022,2,10.11,Manhattan,Queens,32.48,2.13,34.61,Cash,172
2971,11-01-2022,11-01-2022,4,12.86,Queens,Manhattan,37.5,7.78,45.28,Cash,100
2972,11-01-2022,11-01-2022,1,4.24,Brooklyn,Manhattan,14.48,1.52,16,Credit Card,126
2973,11-01-2022,11-01-2022,1,7.63,Manhattan,Queens,25.36,5.52,30.88,Cash,166
2974,11-01-2022,11-01-2022,4,14.65,Bronx,Brooklyn,39.07,8.16,47.23,Credit Card,138
2975,11-01-2022,11-01-2022,2,5.33,Bronx,Manhattan,16.4,4.61,21.01,Credit Card,172
2976,11-01-2022,11-01-2022,2,9.13,Manhattan,Staten Island,31.01,6.41,37.42,Cash,139
2977,11-01-2022,11-01-2022,4,1.81,Bronx,Brooklyn,5.96,0.91,6.87,Cash,127
2978,11-01-2022,11-01-2022,2,9.29,Brooklyn,Brooklyn,32.17,3.17,35.34,Credit Card,184
2979,11-01-2022,11-01-2022,1,1.8,Brooklyn,Manhattan,4.92,1.05,5.97,Cash,191
2980,11-01-2022,11-01-2022,4,14.41,Bronx,Queens,41.32,3.27,44.59,Cash,123
2981,11-01-2022,11-01-2022,1,10.88,Bronx,Brooklyn,32.72,8.41,41.13,Credit Card,181
2982,11-01-2022,11-01-2022,3,11.93,Brooklyn,Queens,32.6,3.65,36.25,Cash,150
2983,11-01-2022,11-01-2022,3,10.71,Bronx,Staten Island,31,5.61,36.61,Cash,155
2984,11-01-2022,11-01-2022,2,9.05,Staten Island,Queens,27.49,5.47,32.96,Cash,172
2985,11-01-2022,11-01-2022,3,7.02,Queens,Bronx,18.89,2.66,21.55,Cash,125
2986,11-01-2022,11-01-2022,1,12.95,Staten Island,Queens,35.7,7.71,43.41,Cash,187
2987,11-01-2022,11-01-2022,3,14.37,Bronx,Brooklyn,37.72,4.25,41.97,Credit Card,151
2988,11-01-2022,11-01-2022,1,7.74,Bronx,Queens,24.87,1.46,26.33,Cash,105
2989,11-01-2022,11-01-2022,2,14.01,Queens,Queens,40.09,11.62,51.71,Cash,158
2990,11-01-2022,11-01-2022,2,8.96,Bronx,Bronx,24.37,3.17,27.54,Credit Card,111
2991,11-01-2022,11-01-2022,1,8.31,Queens,Bronx,24.99,5.71,30.7,Cash,162
2992,11-01-2022,11-01-2022,3,7.09,Brooklyn,Manhattan,18.21,3.22,21.43,Credit Card,135
2993,11-01-2022,11-01-2022,2,3.53,Queens,Brooklyn,12.08,2.62,14.7,Credit Card,108
2994,11-01-2022,11-01-2022,4,0.55,Queens,Manhattan,1.54,0.12,1.66,Cash,173
2995,11-01-2022,11-01-2022,2,4,Staten Island,Bronx,13.55,2.44,15.99,Cash,166
2996,11-01-2022,11-01-2022,3,7.89,Bronx,Queens,23.65,3.5,27.15,Credit Card,128
2997,11-01-2022,11-01-2022,4,6.01,Brooklyn,Bronx,20.13,3.28,23.41,Cash,170
2998,11-01-2022,11-01-2022,3,7,Manhattan,Staten Island,19.23,5.61,24.84,Credit Card,189
2999,11-01-2022,11-01-2022,1,14.72,Queens,Queens,39.38,3.31,42.69,Cash,107
3000,11-01-2022,11-01-2022,4,5.58,Manhattan,Manhattan,18.69,4.46,23.15,Cash,142
3001,11-01-2022,11-01-2022,3,7.06,Bronx,Queens,19.15,2.54,21.69,Credit Card,176
